Year,K1,K2,K3,K4,K5
2013,2.362782297674097,1.7371225890339732,1.9005710187155578,0.06142027262194738,0.04562455129643552
2014,2.3952625718099427,1.7862566044364112,1.9704199017035937,0.06348840280743438,0.049610789944563284
2015,2.4357953592469994,1.8284707365791601,2.0430662833072244,0.06437203456068905,0.052704188955456005
2016,2.4789961181204254,1.8987482972485636,2.102881619733282,0.06935677334180226,0.052887000296587154
2017,2.5489447763247735,1.9733033213129476,2.213905742524904,0.07165499676773655,0.05685668221787791
2018,2.6293287180883027,2.0626088117627126,2.337109754156032,0.0750448086196891,0.06336118572081535
2019,2.7293412762843454,2.1493102006954525,2.443422990091638,0.08188150875414328,0.07000265527313106
2020,2.886171540555144,2.279994911793932,2.5915845605691734,0.09118468298838907,0.07437093274122063
2021,3.098245399446048,2.431624548645416,2.73325267218937,0.09690686159846515,0.0804509794402352
2022,3.3246785553257974,2.530387599309691,2.786610488347145,0.09726519379965487,0.08190425846172983
2023,3.632179387518704,2.6662324135155147,2.8406915686268484,0.09948903562002442,0.08455646263937838
2024,4.003569851317533,2.8512807301634036,2.9446366357524902,0.10384464399627068,0.08697678983267086
2025,4.40439397764287,3.0449397445669626,3.0421824794798216,0.10802351885846775,0.09215392646802922
2026,4.816054002404971,3.259486764410107,3.127989783460968,0.11670280643045303,0.09426701284219936
2027,5.22340725858194,3.468095065254401,3.206136443351066,0.12575480379684184,0.09795187098461493
2028,5.616234948762983,3.6813750092460773,3.28995267842788,0.13558874430029058,0.10129420617925222
2029,6.000011028756257,3.8877591221600185,3.3417744165941112,0.139575037513089,0.10587606006260655
2030,6.373986994971284,4.087698279403629,3.4133748289014014,0.14154590232288802,0.10924518882100556
2031,6.744174598974902,4.258711181939565,3.47795054177614,0.1434276185846752,0.1170925603460476
2032,7.083754606728801,4.43499748934438,3.527208651231332,0.14921879390945206,0.12198142300131119
2033,7.407733349364166,4.614959372368005,3.560828653713504,0.15437942384433895,0.1251892557870593
2034,7.705054213400121,4.8014560614781505,3.5840891059844746,0.15251310610892457,0.12656534387007454
2035,8.01054280310559,4.976018060519241,3.6267917702633947,0.1611296324769337,0.128566196278143
2036,8.30612333370821,5.147103635071653,3.6767269841728596,0.16743809659638875,0.13256824908757234
2037,8.587458599993056,5.2962330334957235,3.7231432748076427,0.1799657117959631,0.13532158609780667
2038,8.8286253214914,5.484733800991822,3.7620922352564716,0.17922887775295362,0.1400562891686205
2039,9.070388664314223,5.667203984714867,3.7985383160158466,0.1834931551047451,0.14630895723881138
2040,9.31614625905244,5.8561371398878554,3.847927319357903,0.18688499498703184,0.154472731575654
2041,9.539938362963865,6.026782821462544,3.8915182980091085,0.2013960348049672,0.15908213173944483
2042,9.720025802155726,6.195703628948353,3.9494595072620577,0.20795184984810014,0.16965177493861577
2043,9.898665913817013,6.365892773819653,4.02591580369968,0.21088939514542684,0.17710265288010735
2044,10.08406891721309,6.523595684107779,4.096119648705225,0.22193879058128793,0.1909553214436459
2045,10.245703650906787,6.710488107494521,4.172342335207623,0.22491486497188568,0.2050500250785354
2046,10.422337664064237,6.894869263775745,4.2595380775277265,0.23664469726429413,0.2188298717399035
2047,10.577426661362413,7.057935547992085,4.316267307463053,0.23561054474390236,0.2311233626808435
2048,10.71398163927514,7.221376067810079,4.364692701794313,0.24440873627777052,0.24021925835429203
2049,10.862715678919729,7.3955534338129985,4.420582418331856,0.24967605537748075,0.25329059537611676
2050,10.965897333836553,7.544906392453926,4.505110209626182,0.26020237351311704,0.266458229785163
